name,length,theme,rationale,ideation_quality,crates_io,debian,debian_collision,homebrew,homebrew_collision,npm,crates_url,debian_search_url,homebrew_search_url,npm_url
criqi,5,coined-critique,Coined from critique/critic,2,available,available,,available,,available,https://crates.io/crates/criqi,https://packages.debian.org/search?keywords=criqi&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=criqi,https://www.npmjs.com/package/criqi
criqo,5,coined-critique,Coined from critique/critic,2,available,available,,available,,available,https://crates.io/crates/criqo,https://packages.debian.org/search?keywords=criqo&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=criqo,https://www.npmjs.com/package/criqo
crita,5,coined-critique,Coined from critique/critic,2,available,available,,available,,available,https://crates.io/crates/crita,https://packages.debian.org/search?keywords=crita&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=crita,https://www.npmjs.com/package/crita
criti,5,coined-critique,Coined from critique/critic,2,available,available,,available,,available,https://crates.io/crates/criti,https://packages.debian.org/search?keywords=criti&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=criti,https://www.npmjs.com/package/criti
crito,5,coined-critique,Coined from critique/critic,2,available,available,,available,,available,https://crates.io/crates/crito,https://packages.debian.org/search?keywords=crito&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=crito,https://www.npmjs.com/package/crito
critq,5,coined-critique,Coined from critique/critic,2,available,available,,available,,available,https://crates.io/crates/critq,https://packages.debian.org/search?keywords=critq&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=critq,https://www.npmjs.com/package/critq
critx,5,coined-critique,Coined from critique/critic,2,available,available,,available,,available,https://crates.io/crates/critx,https://packages.debian.org/search?keywords=critx&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=critx,https://www.npmjs.com/package/critx
criva,5,coined-critique,Coined from critique/critic,2,available,available,,available,,available,https://crates.io/crates/criva,https://packages.debian.org/search?keywords=criva&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=criva,https://www.npmjs.com/package/criva
crive,5,coined-critique,Coined from critique/critic,2,available,available,,available,,available,https://crates.io/crates/crive,https://packages.debian.org/search?keywords=crive&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=crive,https://www.npmjs.com/package/crive
crivr,5,coined-critique,Coined from critique/critic,2,available,available,,available,,available,https://crates.io/crates/crivr,https://packages.debian.org/search?keywords=crivr&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=crivr,https://www.npmjs.com/package/crivr
crivu,5,coined-critique,Coined from critique/critic,2,available,available,,available,,available,https://crates.io/crates/crivu,https://packages.debian.org/search?keywords=crivu&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=crivu,https://www.npmjs.com/package/crivu
crivy,5,coined-critique,Coined from critique/critic,2,available,available,,available,,available,https://crates.io/crates/crivy,https://packages.debian.org/search?keywords=crivy&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=crivy,https://www.npmjs.com/package/crivy
cruxa,5,coined-critique,Coined from critique/critic,2,available,available,,available,,available,https://crates.io/crates/cruxa,https://packages.debian.org/search?keywords=cruxa&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=cruxa,https://www.npmjs.com/package/cruxa
cruxo,5,coined-critique,Coined from critique/critic,2,available,available,,available,,available,https://crates.io/crates/cruxo,https://packages.debian.org/search?keywords=cruxo&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=cruxo,https://www.npmjs.com/package/cruxo
difex,5,coined-diff,"Coined from diff, hunk, patch, or merge",2,available,available,,available,,available,https://crates.io/crates/difex,https://packages.debian.org/search?keywords=difex&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=difex,https://www.npmjs.com/package/difex
diffa,5,coined-diff,"Coined from diff, hunk, patch, or merge",2,available,available,,available,,available,https://crates.io/crates/diffa,https://packages.debian.org/search?keywords=diffa&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=diffa,https://www.npmjs.com/package/diffa
difio,5,coined-diff,"Coined from diff, hunk, patch, or merge",2,available,available,,available,,available,https://crates.io/crates/difio,https://packages.debian.org/search?keywords=difio&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=difio,https://www.npmjs.com/package/difio
difix,5,coined-diff,"Coined from diff, hunk, patch, or merge",2,available,available,,available,,available,https://crates.io/crates/difix,https://packages.debian.org/search?keywords=difix&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=difix,https://www.npmjs.com/package/difix
difly,5,coined-diff,"Coined from diff, hunk, patch, or merge",2,available,available,,available,,available,https://crates.io/crates/difly,https://packages.debian.org/search?keywords=difly&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=difly,https://www.npmjs.com/package/difly
difra,5,coined-diff,"Coined from diff, hunk, patch, or merge",2,available,available,,available,,available,https://crates.io/crates/difra,https://packages.debian.org/search?keywords=difra&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=difra,https://www.npmjs.com/package/difra
difro,5,coined-diff,"Coined from diff, hunk, patch, or merge",2,available,available,,available,,available,https://crates.io/crates/difro,https://packages.debian.org/search?keywords=difro&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=difro,https://www.npmjs.com/package/difro
diftr,5,coined-diff,"Coined from diff, hunk, patch, or merge",2,available,available,,available,,available,https://crates.io/crates/diftr,https://packages.debian.org/search?keywords=diftr&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=diftr,https://www.npmjs.com/package/diftr
docko,5,coined-shipping,"Coined from ship, dock, quay, or readiness",2,available,available,,available,,available,https://crates.io/crates/docko,https://packages.debian.org/search?keywords=docko&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=docko,https://www.npmjs.com/package/docko
dokra,5,coined-shipping,"Coined from ship, dock, quay, or readiness",2,available,available,,available,,available,https://crates.io/crates/dokra,https://packages.debian.org/search?keywords=dokra&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=dokra,https://www.npmjs.com/package/dokra
dokro,5,coined-shipping,"Coined from ship, dock, quay, or readiness",2,available,available,,available,,available,https://crates.io/crates/dokro,https://packages.debian.org/search?keywords=dokro&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=dokro,https://www.npmjs.com/package/dokro
essae,5,coined-checking,Coined from check/test/assay,2,available,available,,available,,available,https://crates.io/crates/essae,https://packages.debian.org/search?keywords=essae&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=essae,https://www.npmjs.com/package/essae
expoa,5,coined-cooking,"Coined from taste, proof, mise, or the pass",2,available,available,,available,,available,https://crates.io/crates/expoa,https://packages.debian.org/search?keywords=expoa&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=expoa,https://www.npmjs.com/package/expoa
expoo,5,coined-cooking,"Coined from taste, proof, mise, or the pass",2,available,available,,available,,available,https://crates.io/crates/expoo,https://packages.debian.org/search?keywords=expoo&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=expoo,https://www.npmjs.com/package/expoo
expor,5,coined-cooking,"Coined from taste, proof, mise, or the pass",2,available,available,,available,,available,https://crates.io/crates/expor,https://packages.debian.org/search?keywords=expor&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=expor,https://www.npmjs.com/package/expor
fita,4,coined-craft,"Coined from forge, hone, fit, or making",2,available,available,,available,,available,https://crates.io/crates/fita,https://packages.debian.org/search?keywords=fita&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=fita,https://www.npmjs.com/package/fita
fiti,4,coined-craft,"Coined from forge, hone, fit, or making",2,available,available,,available,,available,https://crates.io/crates/fiti,https://packages.debian.org/search?keywords=fiti&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=fiti,https://www.npmjs.com/package/fiti
fitly,5,coined-craft,"Coined from forge, hone, fit, or making",2,available,available,,available,,available,https://crates.io/crates/fitly,https://packages.debian.org/search?keywords=fitly&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=fitly,https://www.npmjs.com/package/fitly
fitra,5,coined-craft,"Coined from forge, hone, fit, or making",2,available,available,,available,,available,https://crates.io/crates/fitra,https://packages.debian.org/search?keywords=fitra&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=fitra,https://www.npmjs.com/package/fitra
fitro,5,coined-craft,"Coined from forge, hone, fit, or making",2,available,available,,available,,available,https://crates.io/crates/fitro,https://packages.debian.org/search?keywords=fitro&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=fitro,https://www.npmjs.com/package/fitro
fixly,5,coined-craft,"Coined from forge, hone, fit, or making",2,available,available,,available,,available,https://crates.io/crates/fixly,https://packages.debian.org/search?keywords=fixly&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=fixly,https://www.npmjs.com/package/fixly
fixra,5,coined-craft,"Coined from forge, hone, fit, or making",2,available,available,,available,,available,https://crates.io/crates/fixra,https://packages.debian.org/search?keywords=fixra&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=fixra,https://www.npmjs.com/package/fixra
fixro,5,coined-craft,"Coined from forge, hone, fit, or making",2,available,available,,available,,available,https://crates.io/crates/fixro,https://packages.debian.org/search?keywords=fixro&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=fixro,https://www.npmjs.com/package/fixro
